thumbnailId,videoId_x,activity,type,bodypart,plan_id,day_id,day_name,videourl,videoId_y,planId,dayName,thumbnailFound,thumbnailUploaded,thumbnailUrl
3076772383,2023_dc004.mp4,Press de banca inclinado - Mancuernas,strength,"Pecho superior, Hombros, Tríceps",9829516,18220897,día 1,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 1/2023_dc004.mp4,2023_dc004.mp4,9829516,día 1,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%201/images/3076772383.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A18Z&se=2035-03-26T22%3A10%3A18Z&spr=https&sig=KGu90syMXtm2awtTiIdOQT3tfMtzz+uUtEvEtwRaPpc=
3076772382,2023_oa069.mp4,Pullover con brazos doblados - Con pesa,strength,"Pecho, Tríceps, Dorsales",9829516,18220897,día 1,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 1/2023_oa069.mp4,2023_oa069.mp4,9829516,día 1,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%201/images/3076772382.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A18Z&se=2035-03-26T22%3A10%3A18Z&spr=https&sig=vmNVluxpiqrN+e4M3P2gt1/jSAlTWRzxjLCkPzRKNyo=
3076772381,2023_oa047.mp4,Fondos de tríceps - Caja,strength,Tríceps ,9829516,18220897,día 1,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 1/2023_oa047.mp4,2023_oa047.mp4,9829516,día 1,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%201/images/3076772381.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A19Z&se=2035-03-26T22%3A10%3A19Z&spr=https&sig=PTgtPjVgwWI93Vn80ubBJ86nQh1Rf78sElAWwXxmGIg=
3076772380,2023_gt001.mp4,Extension de codo - Polea,strength,Tríceps ,9829516,18220897,día 1,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 1/2023_gt001.mp4,2023_gt001.mp4,9829516,día 1,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%201/images/3076772380.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A19Z&se=2035-03-26T22%3A10%3A19Z&spr=https&sig=TBId1MimXj3KYeBOw9opXMQX+1Ehpdpdb7fjLldVoE0=
3076772377,2023_cm005.mp4,Cinta de correr a 6 km/h ~ 3,cardio,"Sistema cardiovascular, Piernas",9829516,18220897,día 1,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 1/2023_cm005.mp4,2023_cm005.mp4,9829516,día 1,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%201/images/3076772377.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A19Z&se=2035-03-26T22%3A10%3A19Z&spr=https&sig=dOmp4LagR5SIfeCOz4Sof9kxx3AV3ALXPLVACR8u43U=
3076772407,2023_xa015.mp4,Escalada,strength,"Cuádriceps, Abdominales - Abdominales rectos ",9829516,18220898,día 2,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 2/2023_xa015.mp4,2023_xa015.mp4,9829516,día 2,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%202/images/3076772407.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A19Z&se=2035-03-26T22%3A10%3A19Z&spr=https&sig=bZIh+dTUm0VAt8JE4glXXIAPy173PjMhiCWy1UatDZg=
3076772406,2023_xa023.mp4,Crunch tocando los dedos de los pies,strength,Abdominales - Abdominales rectos ,9829516,18220898,día 2,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 2/2023_xa023.mp4,2023_xa023.mp4,9829516,día 2,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%202/images/3076772406.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A19Z&se=2035-03-26T22%3A10%3A19Z&spr=https&sig=ndnSJ/i0jRxEvzPwGfrh9yYpetgZzB4PK4BwY2LcWLQ=
3076772405,2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps ,9829516,18220898,día 2,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 2/2023_sid0012.mp4,2023_sid0012.mp4,9829516,día 2,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%202/images/3076772405.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A20Z&se=2035-03-26T22%3A10%3A20Z&spr=https&sig=KetODPJX+7TdFFsK9Ell9bHplRnk69126ZkFFp+7TL8=
3076772404,2023_rob069.mp4,Zancada caminando - Mancuernas,strength,"Cuádriceps, Glúteos ",9829516,18220898,día 2,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 2/2023_rob069.mp4,2023_rob069.mp4,9829516,día 2,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%202/images/3076772404.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A20Z&se=2035-03-26T22%3A10%3A20Z&spr=https&sig=A2olrqo8ch1+BsjuSOGW6peDtRTsHirpVuZLG18xvPc=
3076772403,2023_gl003.mp4,Máquina para abductores de piernas sentado,strength,Abductor ,9829516,18220898,día 2,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 2/2023_gl003.mp4,2023_gl003.mp4,9829516,día 2,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%202/images/3076772403.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A20Z&se=2035-03-26T22%3A10%3A20Z&spr=https&sig=AbEcZjbn4DXV3Eo66TaVZ7ObyUzYIpxTdd/ZDLD4K+c=
3076772402,2023_id0258.mp4,Paso lateral estático,strength,Glúteos ,9829516,18220898,día 2,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 2/2023_id0258.mp4,2023_id0258.mp4,9829516,día 2,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%202/images/3076772402.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A20Z&se=2035-03-26T22%3A10%3A20Z&spr=https&sig=1YCfIkfBDr1Z09jSTfpsv8/v+JlyAej8h5WE2ANjFJc=
3076772401,2023_id0106.mp4,Sentadilla multipower Máquina de Smith,strength,"Cuádriceps, Glúteos, Piernas, Zona lumbar",9829516,18220898,día 2,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 2/2023_id0106.mp4,2023_id0106.mp4,9829516,día 2,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%202/images/3076772401.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A20Z&se=2035-03-26T22%3A10%3A20Z&spr=https&sig=5e5RaTHm93Y0MIzFXDDndtmfC/NgzttQm+NZeFqLlME=
3076772400,2023_id0006.mp4,Sentadillas con salto,strength,"Cuádriceps, Glúteos, Corvas, Zona lumbar",9829516,18220898,día 2,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 2/2023_id0006.mp4,2023_id0006.mp4,9829516,día 2,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%202/images/3076772400.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A21Z&se=2035-03-26T22%3A10%3A21Z&spr=https&sig=YKkbPjXwT8cNoaKHlJhf+g9sCL6/qYJnq0+l+qlOg3c=
3076772399,2023_ke012.mp4,Balanceo - Kettlebell,strength,"Hombros, Cuádriceps, Glúteos, Zona lumbar, Todos los abdominales",9829516,18220898,día 2,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 2/2023_ke012.mp4,2023_ke012.mp4,9829516,día 2,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%202/images/3076772399.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A21Z&se=2035-03-26T22%3A10%3A21Z&spr=https&sig=z+Xbx2cjM5/cLY+5BkNuucsCfKRebg7Ud0v9BSY/y14=
3076772398,2023_oa100.mp4,Press de hombros sentado - Mancuernas,strength,Hombros ,9829516,18220898,día 2,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 2/2023_oa100.mp4,2023_oa100.mp4,9829516,día 2,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%202/images/3076772398.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A21Z&se=2035-03-26T22%3A10%3A21Z&spr=https&sig=/ztkTONGqjO68kSuc/V+mLmJuQXIjtbuwoEC4fFXcLc=
3076772397,2023_ds001.mp4,Elevaciones laterales de pie - mancuernas,strength,Hombros ,9829516,18220898,día 2,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 2/2023_ds001.mp4,2023_ds001.mp4,9829516,día 2,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%202/images/3076772397.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A21Z&se=2035-03-26T22%3A10%3A21Z&spr=https&sig=MH/2F8qhcpq/kiElVshaVBAmuJ9Ub/Kngzu/V5wGPNA=
3076772396,2023_cm005.mp4,Cinta de correr a 6 km/h ~ 3,cardio,"Sistema cardiovascular, Piernas",9829516,18220898,día 2,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 2/2023_cm005.mp4,2023_cm005.mp4,9829516,día 2,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%202/images/3076772396.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A22Z&se=2035-03-26T22%3A10%3A22Z&spr=https&sig=S4NmQFygoLESJuDypmti4OiLhE3pqKhGvbkHaV/XBNU=
3076772420,2023_id0518.mp4,Dominada con agarre amplio,strength,Dorsales ,9829516,18220899,día 3,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 3/2023_id0518.mp4,2023_id0518.mp4,9829516,día 3,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%203/images/3076772420.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A22Z&se=2035-03-26T22%3A10%3A22Z&spr=https&sig=GerIltJIVopgeA9st2EP0d1asf/KSjK7TMIvPN9hpLY=
3076772418,2023_id0475.mp4,"Crunch reverso en maquina, Silla de capitán",strength,Todos los abdominales ,9829516,18220899,día 3,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 3/2023_id0475.mp4,2023_id0475.mp4,9829516,día 3,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%203/images/3076772418.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A22Z&se=2035-03-26T22%3A10%3A22Z&spr=https&sig=9cyBMssNl+9yV34pLmecDa2rbC8dkhGB4zMvW6Cjk2U=
3076772417,2023_gb002.mp4,Jalon al pecho,strength,"Dorsales, Bíceps, Espalda",9829516,18220899,día 3,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 3/2023_gb002.mp4,2023_gb002.mp4,9829516,día 3,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%203/images/3076772417.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A22Z&se=2035-03-26T22%3A10%3A22Z&spr=https&sig=oD9FAtCbQ6Iz/FXGDnrYf11nyV1T2AaETB+GzZox9SY=
3076772416,2023_oa059.mp4,Remo bajo - Máquina de polea,strength,"Zona cervical, Bíceps, Hombros parte trasera, Dorsales",9829516,18220899,día 3,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 3/2023_oa059.mp4,2023_oa059.mp4,9829516,día 3,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%203/images/3076772416.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A23Z&se=2035-03-26T22%3A10%3A23Z&spr=https&sig=MSWa/EFniXUiZ89up0sqb93xSPWYJlmcIKEVZRVVtgo=
3076772415,2023_id0150.mp4,Olas verticales,strength,"Hombros, Bíceps, Abdominales - Abdominales rectos, Cuádriceps, Antebrazos",9829516,18220899,día 3,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 3/2023_id0150.mp4,2023_id0150.mp4,9829516,día 3,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%203/images/3076772415.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A23Z&se=2035-03-26T22%3A10%3A23Z&spr=https&sig=cZn6+bKtmn0dTLF/9aTbqn35ZfuIOMoYIt6stzsXs/A=
3076772414,2023_id0151.mp4,Olas frontales,strength,"Hombros, Oblicuos, Cuádriceps",9829516,18220899,día 3,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 3/2023_id0151.mp4,2023_id0151.mp4,9829516,día 3,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%203/images/3076772414.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A23Z&se=2035-03-26T22%3A10%3A23Z&spr=https&sig=P89nKEXKE6H3N11wNGrO9wU2Gonvl2lBHXJnKeiALP8=
3076772413,2023_oa050.mp4,Extension de columna baja,strength,"Zona lumbar, Corvas, Glúteos",9829516,18220899,día 3,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 3/2023_oa050.mp4,2023_oa050.mp4,9829516,día 3,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%203/images/3076772413.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A23Z&se=2035-03-26T22%3A10%3A23Z&spr=https&sig=5e+6xA4VH2+MARufIYKOJ3Btr8x9oMLbonusNuGEBfg=
3076772412,2023_sid0001.mp4,Remo T-Bar - Barra,strength,"Zona cervical, Hombros parte trasera, Bíceps, Dorsales",9829516,18220899,día 3,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 3/2023_sid0001.mp4,2023_sid0001.mp4,9829516,día 3,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%203/images/3076772412.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A23Z&se=2035-03-26T22%3A10%3A23Z&spr=https&sig=6nHOjQQuLizaocxOOGcy9oe4qzMdxzFLyiaABWvFmwY=
3076772411,2023_oa016.mp4,Curl de bíceps de pie - EZ bar,strength,Bíceps ,9829516,18220899,día 3,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 3/2023_oa016.mp4,2023_oa016.mp4,9829516,día 3,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%203/images/3076772411.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A24Z&se=2035-03-26T22%3A10%3A24Z&spr=https&sig=N78ZASc5jq/Q6MK0HK8Y3VcF/zEf9LO37SdRu4I7XxY=
3076772410,2023_oa031.mp4,Curl martillo,strength,Bíceps ,9829516,18220899,día 3,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 3/2023_oa031.mp4,2023_oa031.mp4,9829516,día 3,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%203/images/3076772410.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A24Z&se=2035-03-26T22%3A10%3A24Z&spr=https&sig=N5sqwnraSgIgrCYhdJ/J7+NXIF12MAlTzptW/bT9r8Q=
3076772409,2023_cm005.mp4,Cinta de correr 8 km/h ~ 5 mph,cardio,"Sistema cardiovascular, Piernas",9829516,18220899,día 3,https://sagafit.blob.core.windows.net/sagafitvideos/9829516/día 3/2023_cm005.mp4,2023_cm005.mp4,9829516,día 3,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9829516/d%C3%ADa%203/images/3076772409.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A24Z&se=2035-03-26T22%3A10%3A24Z&spr=https&sig=+kMJd9Wz7XHSzRADGvoXuD3zKBbi3ql6FCbvCfsNjjQ=
3131539821,2023_cw003.mp4,Jumping jacks,cardio,"Sistema cardiovascular, Cuerpo completo",9941830,18512214,día 1,https://sagafit.blob.core.windows.net/sagafitvideos/9941830/día 1/2023_cw003.mp4,2023_cw003.mp4,9941830,día 1,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9941830/d%C3%ADa%201/images/3131539821.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A24Z&se=2035-03-26T22%3A10%3A24Z&spr=https&sig=hz+u/pZ7KrcqbrKSJdXDQZIcakoBuKarFwlDTPLiBcs=
3131539820,2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos ,9941830,18512214,día 1,https://sagafit.blob.core.windows.net/sagafitvideos/9941830/día 1/2023_xa002.mp4,2023_xa002.mp4,9941830,día 1,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9941830/d%C3%ADa%201/images/3131539820.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A24Z&se=2035-03-26T22%3A10%3A24Z&spr=https&sig=l8RW6QFjRRjNExrq6kJSc1LA9v/nR+UkZdye4W52q6k=
3131539819,2023_cw003.mp4,Jumping jacks,cardio,"Sistema cardiovascular, Cuerpo completo",9941830,18512214,día 1,https://sagafit.blob.core.windows.net/sagafitvideos/9941830/día 1/2023_cw003.mp4,2023_cw003.mp4,9941830,día 1,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9941830/d%C3%ADa%201/images/3131539819.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A25Z&se=2035-03-26T22%3A10%3A25Z&spr=https&sig=gmTXvECwhc0U7s8Tj+Wd7UiCgooAIc+U9Vp5ZHwTG2U=
3131539818,2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos ,9941830,18512214,día 1,https://sagafit.blob.core.windows.net/sagafitvideos/9941830/día 1/2023_xa002.mp4,2023_xa002.mp4,9941830,día 1,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9941830/d%C3%ADa%201/images/3131539818.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A25Z&se=2035-03-26T22%3A10%3A25Z&spr=https&sig=FfPyVE6ue2z13WhFItqMPXTxJ1gl9mnc+eEQRisK3/Q=
3131539817,2023_oa040.mp4,Press de banca inclinado máquina de Smith,strength,"Pecho superior, Pecho, Tríceps, Hombros parte delantera",9941830,18512214,día 1,https://sagafit.blob.core.windows.net/sagafitvideos/9941830/día 1/2023_oa040.mp4,2023_oa040.mp4,9941830,día 1,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9941830/d%C3%ADa%201/images/3131539817.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A25Z&se=2035-03-26T22%3A10%3A25Z&spr=https&sig=xUj5I+vcy0pOmbfgC5hWtItU9IieXjVU2m1O3KF4gfI=
3131539816,2023_gc003.mp4,Contractora,strength,Pecho ,9941830,18512214,día 1,https://sagafit.blob.core.windows.net/sagafitvideos/9941830/día 1/2023_gc003.mp4,2023_gc003.mp4,9941830,día 1,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9941830/d%C3%ADa%201/images/3131539816.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A25Z&se=2035-03-26T22%3A10%3A25Z&spr=https&sig=TpFtZoKooyjQGXBuGzZ+zTMb0KUR2zOIk4d8E+eELYY=
3131539815,2023_cw003.mp4,Jumping jacks,cardio,"Sistema cardiovascular, Cuerpo completo",9941830,18512214,día 1,https://sagafit.blob.core.windows.net/sagafitvideos/9941830/día 1/2023_cw003.mp4,2023_cw003.mp4,9941830,día 1,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9941830/d%C3%ADa%201/images/3131539815.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A26Z&se=2035-03-26T22%3A10%3A26Z&spr=https&sig=s4xSHt/l1tyFciqnE/HdnlnNkYoOZeb1Jb6w4J6uOSc=
3131539814,2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos ,9941830,18512214,día 1,https://sagafit.blob.core.windows.net/sagafitvideos/9941830/día 1/2023_xa002.mp4,2023_xa002.mp4,9941830,día 1,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/9941830/d%C3%ADa%201/images/3131539814.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A10%3A26Z&se=2035-03-26T22%3A10%3A26Z&spr=https&sig=ervuI/dJ418Bd5BbylZ3du1o+ei2Ngl5VKt61cOcVmU=
